time_s,disp_m,accel_rel_ms2,force_N
0.01000000,-0.00002750,-0.55006051,-0.13063937
0.02000000,-0.00008377,-0.85027904,-0.39790033
0.03000000,-0.00019801,-0.75956354,-0.94054605
0.04000000,-0.00039213,-0.70191247,-1.86260971
0.05000000,-0.00068228,-1.13227311,-3.24083065
0.06000000,-0.00107897,-1.64404054,-5.12511010
0.07000000,-0.00154460,-0.50238828,-7.33684925
0.08000000,-0.00212479,-0.07638995,-10.09276185
0.09000000,-0.00274658,-0.11650629,-13.04624921
0.10000000,-0.00335072,0.40922012,-15.91592559
0.11000000,-0.00394599,0.55674954,-18.74347421
0.12000000,-0.00447920,0.90585447,-21.27621173
0.13000000,-0.00494545,0.95709903,-23.49086643
0.14000000,-0.00532993,0.75487046,-25.31718426
0.15000000,-0.00561491,0.93193328,-26.67084226
0.16000000,-0.00582518,0.82795882,-27.66960452
0.17000000,-0.00596330,0.45895718,-28.32568333
0.18000000,-0.00604527,0.11068625,-28.71501499
0.19000000,-0.00608528,0.20588678,-28.90508903
0.20000000,-0.00612298,-0.01678484,-29.08416655
0.21000000,-0.00616703,-0.44415690,-29.29339098
0.22000000,-0.00623718,-0.71892583,-29.62659625
0.23000000,-0.00636281,-0.80286978,-30.22334155
0.24000000,-0.00656234,-0.80104760,-31.17111220
0.25000000,-0.00685387,-1.03612789,-32.55586118
0.26000000,-0.00722696,-0.94790362,-34.32807029
0.27000000,-0.00768909,-0.70047395,-36.52319897
0.28000000,-0.00822133,-0.33038934,-39.05130450
0.29000000,-0.00880287,-0.10071854,-41.81364080
0.30000000,-0.00939127,0.30820869,-44.60851840
0.31000000,-0.00996703,0.55775174,-47.34341073
0.32000000,-0.01048883,0.89601331,-49.82193357
0.33000000,-0.01094305,0.96290322,-51.97946942
0.34000000,-0.01131787,0.72531606,-53.75988273
0.35000000,-0.01158619,1.04846113,-55.03438352
0.36000000,-0.01178734,0.77955332,-55.98985132
0.37000000,-0.01189877,0.61152788,-56.51913893
0.38000000,-0.01195004,0.33944218,-56.76271208
0.39000000,-0.01196518,-0.02470762,-56.83460525
0.40000000,-0.01194851,0.11450422,-56.75544335
0.41000000,-0.01195723,-0.41321341,-56.79681910
0.42000000,-0.01197084,-0.47644623,-56.86148961
0.43000000,-0.01205031,-0.93551348,-57.23897387
0.44000000,-0.01217529,-0.66321857,-57.83261427
0.45000000,-0.01239830,-0.88896706,-58.89190383
0.46000000,-0.01268281,-0.67971291,-60.24333198
0.47000000,-0.01304679,-0.59584314,-61.97225148
0.48000000,-0.01347759,-0.61472438,-64.01855937
0.49000000,-0.01394138,-0.07342995,-66.22157748
0.50000000,-0.01444682,0.05262253,-68.62237348
0.51000000,-0.01492906,0.60014269,-70.91304394
0.52000000,-0.01538973,0.65267457,-73.10122436
0.53000000,-0.01575347,1.36472211,-74.82898755
0.54000000,-0.01604744,1.09885271,-76.22531866
0.55000000,-0.01621674,0.99548263,-77.02952914
0.56000000,-0.01627800,1.01038076,-77.32052148
0.57000000,-0.01625103,0.77671825,-77.19238527
0.58000000,-0.01615574,0.23895874,-76.73978350
0.59000000,-0.01599712,0.22127267,-75.98629995
0.60000000,-0.01583166,-0.11124178,-75.20038341
0.61000000,-0.01566797,-0.42279023,-74.42284118
0.62000000,-0.01554943,-0.94758460,-73.85977385
0.63000000,-0.01547992,-0.82036779,-73.52963722
0.64000000,-0.01550460,-0.87231646,-73.64683408
0.65000000,-0.01561214,-0.86300958,-74.15766416
0.66000000,-0.01579546,-0.63857251,-75.02843557
0.67000000,-0.01604604,-0.36992759,-76.21868146
0.68000000,-0.01634945,-0.28374075,-77.65987833
0.69000000,-0.01666098,0.25058566,-79.13965359
0.70000000,-0.01700041,-0.00698897,-80.75192843
0.71000000,-0.01727383,0.94072422,-82.05068018
0.72000000,-0.01753484,0.72910053,-83.29047138
0.73000000,-0.01770084,0.85364758,-84.07896896
0.74000000,-0.01778123,1.04532298,-84.46083092
0.75000000,-0.01776672,1.14022709,-84.39190910
0.76000000,-0.01764466,1.15311626,-83.81212783
0.77000000,-0.01741195,1.07916148,-82.70677236
0.78000000,-0.01709245,0.54589211,-81.18912027
0.79000000,-0.01667829,0.54725362,-79.22186886
0.80000000,-0.01621891,0.35911749,-77.03983934
0.81000000,-0.01572147,0.12000744,-74.67699416
0.82000000,-0.01521855,-0.36895502,-72.28809108
0.83000000,-0.01473442,-0.74058830,-69.98851165
0.84000000,-0.01429317,-0.67420631,-67.89255159
0.85000000,-0.01392172,-0.62227615,-66.12815470
0.86000000,-0.01363917,-1.07799997,-64.78607351
