time_s,disp_m,accel_rel_ms2,force_N
0.00500,0.00000002,0.00299044,0.000079
0.01000,0.00000009,0.00298942,0.000397
0.01500,0.00000024,0.00298792,0.001032
0.02000,0.00000047,0.00298648,0.001985
0.02500,0.00000077,0.00298465,0.003255
0.03000,0.00000114,0.00298279,0.004843
0.03500,0.00000159,0.00298046,0.006747
0.04000,0.00000211,0.00297824,0.008967
0.04500,0.00000271,0.00297571,0.011505
0.05000,0.00000338,0.00297294,0.014358
0.05500,0.00000412,0.00296989,0.017527
0.06000,0.00000494,0.00296685,0.021012
0.06500,0.00000584,0.00296337,0.024812
0.07000,0.00000681,0.00295993,0.028927
0.07500,0.00000785,0.00295619,0.033356
0.08000,0.00000896,0.00295246,0.038100
0.08500,0.00001015,0.00294820,0.043157
0.09000,0.00001142,0.00294405,0.048527
0.09500,0.00001276,0.00293954,0.054211
0.10000,0.00001417,0.00293498,0.060206
0.10500,0.00001565,0.00293020,0.066513
0.11000,0.00001721,0.00292528,0.073132
0.11500,0.00001884,0.00292036,0.080062
0.12000,0.00002054,0.00291541,0.087301
0.12500,0.00002232,0.00291008,0.094851
0.13000,0.00002417,0.00290496,0.102710
0.13500,0.00002609,0.00289919,0.110877
0.14000,0.00002808,0.00289074,0.119352
0.14500,0.00003015,0.00287786,0.128135
0.15000,0.00003229,0.00286322,0.137223
0.15500,0.00003450,0.00284967,0.146615
0.16000,0.00003678,0.00283684,0.156310
0.16500,0.00003913,0.00282045,0.166307
0.17000,0.00004155,0.00279955,0.176603
0.17500,0.00004405,0.00277725,0.187196
0.18000,0.00004661,0.00275823,0.198085
0.18500,0.00004924,0.00275007,0.209267
0.19000,0.00005194,0.00276017,0.220741
0.19500,0.00005471,0.00278280,0.232509
0.20000,0.00005755,0.00280353,0.244573
0.20500,0.00006046,0.00281330,0.256935
0.21000,0.00006343,0.00280934,0.269595
0.21500,0.00006648,0.00279996,0.282553
0.22000,0.00006960,0.00279874,0.295809
0.22500,0.00007279,0.00281260,0.309363
0.23000,0.00007605,0.00282894,0.323216
0.23500,0.00007938,0.00283191,0.337368
0.24000,0.00008278,0.00281991,0.351822
0.24500,0.00008625,0.00280235,0.366575
0.25000,0.00008979,0.00279097,0.381626
0.25500,0.00009341,0.00279563,0.396973
0.26000,0.00009709,0.00282449,0.412619
0.26500,0.00010084,0.00286868,0.428565
0.27000,0.00010466,0.00290679,0.444815
0.27500,0.00010856,0.00292477,0.461374
0.28000,0.00011253,0.00292406,0.478243
0.28500,0.00011657,0.00291760,0.495423
0.29000,0.00012069,0.00291829,0.512913
0.29500,0.00012487,0.00293025,0.530713
0.30000,0.00012914,0.00294868,0.548825
0.30500,0.00013347,0.00296516,0.567250
0.31000,0.00013788,0.00295158,0.585989
0.31500,0.00014236,0.00284605,0.605040
0.32000,0.00014692,0.00262427,0.624389
0.32500,0.00015153,0.00234434,0.644016
0.33000,0.00015621,0.00211347,0.663894
0.33500,0.00016094,0.00200035,0.683999
0.34000,0.00016572,0.00199440,0.704319
0.34500,0.00017055,0.00207600,0.724854
0.35000,0.00017544,0.00224583,0.745611
0.35500,0.00018038,0.00243650,0.766608
0.36000,0.00018538,0.00258298,0.787863
0.36500,0.00019044,0.00268552,0.809390
0.37000,0.00019558,0.00278233,0.831203
0.37500,0.00020078,0.00291808,0.853313
0.38000,0.00020605,0.00307246,0.875733
0.38500,0.00021141,0.00319116,0.898479
0.39000,0.00021684,0.00324435,0.921562
0.39500,0.00022235,0.00323912,0.944988
0.40000,0.00022794,0.00316671,0.968756
0.40500,0.00023361,0.00301677,0.992859
