time_s,disp_m,accel_rel_ms2,force_N
0.00500,0.00000002,0.00299034,0.000089
0.01000,0.00000009,0.00298911,0.000444
0.01500,0.00000024,0.00298736,0.001154
0.02000,0.00000047,0.00298563,0.002219
0.02500,0.00000077,0.00298347,0.003638
0.03000,0.00000114,0.00298125,0.005411
0.03500,0.00000159,0.00297852,0.007539
0.04000,0.00000211,0.00297587,0.010020
0.04500,0.00000271,0.00297288,0.012855
0.05000,0.00000338,0.00296960,0.016043
0.05500,0.00000412,0.00296601,0.019583
0.06000,0.00000494,0.00296239,0.023476
0.06500,0.00000584,0.00295830,0.027720
0.07000,0.00000680,0.00295421,0.032315
0.07500,0.00000784,0.00294978,0.037262
0.08000,0.00000896,0.00294533,0.042558
0.08500,0.00001015,0.00294031,0.048205
0.09000,0.00001141,0.00293537,0.054200
0.09500,0.00001275,0.00293004,0.060545
0.10000,0.00001416,0.00292462,0.067237
0.10500,0.00001564,0.00291895,0.074276
0.11000,0.00001719,0.00291310,0.081662
0.11500,0.00001882,0.00290722,0.089394
0.12000,0.00002052,0.00290127,0.097471
0.12500,0.00002229,0.00289492,0.105893
0.13000,0.00002414,0.00288873,0.114658
0.13500,0.00002606,0.00288188,0.123767
0.14000,0.00002805,0.00287229,0.133217
0.14500,0.00003011,0.00285826,0.143009
0.15000,0.00003224,0.00284242,0.153140
0.15500,0.00003444,0.00282765,0.163608
0.16000,0.00003672,0.00281358,0.174413
0.16500,0.00003906,0.00279590,0.185551
0.17000,0.00004148,0.00277369,0.197021
0.17500,0.00004396,0.00275005,0.208821
0.18000,0.00004652,0.00272966,0.220947
0.18500,0.00004914,0.00272010,0.233398
0.19000,0.00005183,0.00272877,0.246172
0.19500,0.00005458,0.00274994,0.259270
0.20000,0.00005741,0.00276918,0.272695
0.20500,0.00006031,0.00277743,0.286449
0.21000,0.00006327,0.00277192,0.300532
0.21500,0.00006630,0.00276097,0.314944
0.22000,0.00006941,0.00275814,0.329684
0.22500,0.00007258,0.00277036,0.344752
0.23000,0.00007582,0.00278505,0.360150
0.23500,0.00007913,0.00278632,0.375877
0.24000,0.00008251,0.00277260,0.391935
0.24500,0.00008596,0.00275329,0.408322
0.25000,0.00008948,0.00274014,0.425036
0.25500,0.00009307,0.00274299,0.442076
0.26000,0.00009672,0.00277003,0.459443
0.26500,0.00010045,0.00281236,0.477139
0.27000,0.00010425,0.00284859,0.495168
0.27500,0.00010811,0.00286465,0.513536
0.28000,0.00011205,0.00286200,0.532243
0.28500,0.00011606,0.00285356,0.551289
0.29000,0.00012014,0.00285226,0.570675
0.29500,0.00012429,0.00286220,0.590400
0.30000,0.00012852,0.00287858,0.610464
0.30500,0.00013281,0.00289298,0.630871
0.31000,0.00013718,0.00287729,0.651620
0.31500,0.00014162,0.00276963,0.672708
0.32000,0.00014613,0.00254571,0.694122
0.32500,0.00015070,0.00226364,0.715836
0.33000,0.00015533,0.00203062,0.737821
0.33500,0.00016001,0.00191535,0.760050
0.34000,0.00016474,0.00190723,0.782510
0.34500,0.00016952,0.00198665,0.805198
0.35000,0.00017434,0.00215428,0.828126
0.35500,0.00017922,0.00234273,0.851310
0.36000,0.00018416,0.00248696,0.874770
0.36500,0.00018916,0.00258722,0.898525
0.37000,0.00019423,0.00268173,0.922587
0.37500,0.00019936,0.00281516,0.946968
0.38000,0.00020457,0.00296717,0.971684
0.38500,0.00020984,0.00308348,0.996752
0.39000,0.00021520,0.00313425,1.022184
0.39500,0.00022063,0.00312657,1.047986
0.40000,0.00022614,0.00305170,1.074157
0.40500,0.00023172,0.00289928,1.100689
0.41000,0.00023738,0.00268091,1.127563
0.41500,0.00024311,0.00243004,1.154754
0.42000,0.00024889,0.00222497,1.182235
0.42500,0.00025473,0.00212303,1.209984
0.43000,0.00026063,0.00211651,1.237987
0.43500,0.00026658,0.00215154,1.266243
0.44000,0.00027258,0.00217277,1.294754
0.44500,0.00027864,0.00215615,1.323522
0.45000,0.00028475,0.00210793,1.352545
0.45500,0.00029091,0.00205391,1.381818
0.46000,0.00029712,0.00202065,1.411336
0.46500,0.00030339,0.00201277,1.441095
0.47000,0.00030970,0.00203212,1.471093
0.47500,0.00031607,0.00214467,1.501335
0.48000,0.00032249,0.00238741,1.531836
0.48500,0.00032897,0.00275544,1.562624
0.49000,0.00033552,0.00316975,1.593741
0.49500,0.00034215,0.00348386,1.625231
0.50000,0.00034887,0.00361356,1.657130
0.50500,0.00035567,0.00359157,1.689452
0.51000,0.00036257,0.00351818,1.722200
0.51500,0.00036955,0.00348078,1.755367
0.52000,0.00037662,0.00350716,1.788949
0.52500,0.00038378,0.00357335,1.822949
0.53000,0.00039103,0.00362262,1.857373
0.53500,0.00039836,0.00348702,1.892221
0.54000,0.00040578,0.00299606,1.927473
0.54500,0.00041328,0.00227017,1.963073
0.55000,0.00042083,0.00164767,1.998946
0.55500,0.00042843,0.00136545,2.035025
0.56000,0.00043606,0.00145124,2.071277
0.56500,0.00044373,0.00190445,2.107713
0.57000,0.00045145,0.00267247,2.144384
0.57500,0.00045924,0.00347226,2.181373
0.58000,0.00046711,0.00398341,2.218765
0.58500,0.00047508,0.00410495,2.256620
0.59000,0.00048315,0.00396984,2.294954
0.59500,0.00049132,0.00379646,2.333758
0.60000,0.00049958,0.00373112,2.373017
0.60500,0.00050794,0.00379033,2.412722
0.61000,0.00051640,0.00395255,2.452881
0.61500,0.00052495,0.00434650,2.493515
0.62000,0.00053362,0.00497533,2.534673
0.62500,0.00054240,0.00529154,2.576412
0.63000,0.00055132,0.00497435,2.618761
0.63500,0.00056035,0.00411917,2.661685
0.64000,0.00056949,0.00284979,2.705085
0.64500,0.00057870,0.00139263,2.748819
0.65000,0.00058794,-0.00012688,2.792716
0.65500,0.00059718,-0.00160273,2.836599
0.66000,0.00060638,-0.00307838,2.880291
0.66500,0.00061550,-0.00438102,2.923624
0.67000,0.00062452,-0.00522228,2.966449
0.67500,0.00063340,-0.00551906,3.008671
0.68000,0.00064216,-0.00525942,3.050254
0.68500,0.00065079,-0.00414571,3.091238
0.69000,0.00065932,-0.00203174,3.131759
0.69500,0.00066780,0.00061005,3.172055
0.70000,0.00067630,0.00298982,3.212415
0.70500,0.00068487,0.00470439,3.253110
0.71000,0.00069355,0.00598342,3.294351
0.71500,0.00070238,0.00694625,3.336294
0.72000,0.00071138,0.00739075,3.379046
0.72500,0.00072056,0.00711384,3.422654
0.73000,0.00072991,0.00626200,3.467089
0.73500,0.00073942,0.00516507,3.512261
0.74000,0.00074906,0.00429444,3.558054
0.74500,0.00075881,0.00393389,3.604371
0.75000,0.00076867,0.00384858,3.651164
0.75500,0.00077861,0.00336702,3.698401
0.76000,0.00078863,0.00202765,3.746014
0.76500,0.00079870,-0.00007862,3.793844
0.77000,0.00080877,-0.00234589,3.841660
0.77500,0.00081878,-0.00396073,3.889217
0.78000,0.00082870,-0.00451248,3.936335
0.78500,0.00083852,-0.00400185,3.982949
0.79000,0.00084823,-0.00263283,4.029113
0.79500,0.00085789,-0.00094390,4.074974
0.80000,0.00086752,0.00051530,4.120716
0.80500,0.00087716,0.00128283,4.166498
0.81000,0.00088682,0.00088230,4.212399
0.81500,0.00089650,-0.00049054,4.258375
0.82000,0.00090617,-0.00174470,4.304297
0.82500,0.00091580,-0.00190371,4.350043
0.83000,0.00092539,-0.00078237,4.395602
0.83500,0.00093497,0.00131217,4.441097
0.84000,0.00094458,0.00386986,4.486761
0.84500,0.00095429,0.00650519,4.532888
0.85000,0.00096416,0.00899749,4.579782
0.85500,0.00097426,0.01103907,4.627731
0.86000,0.00098463,0.01258077,4.676977
0.86500,0.00099531,0.01373138,4.727705
0.87000,0.00100633,0.01436460,4.780048
0.87500,0.00101770,0.01387820,4.834064
0.88000,0.00102941,0.01210192,4.889689
0.88500,0.00104142,0.00935904,4.946723
0.89000,0.00105366,0.00646424,5.004864
0.89500,0.00106606,0.00448909,5.063800
0.90000,0.00107859,0.00389695,5.123309
0.90500,0.00109122,0.00431482,5.183312
0.91000,0.00110397,0.00498180,5.243834
0.91500,0.00111683,0.00532231,5.304938
0.92000,0.00112982,0.00521223,5.366661
0.92500,0.00114295,0.00487321,5.428996
0.93000,0.00115619,0.00459592,5.491912
0.93500,0.00116955,0.00452930,5.555380
0.94000,0.00118303,0.00463168,5.619390
0.94500,0.00119662,0.00486564,5.683954
0.95000,0.00121034,0.00538858,5.749105
0.95500,0.00122419,0.00591762,5.814896
0.96000,0.00123819,0.00629482,5.881385
0.96500,0.00125234,0.00625410,5.948609
0.97000,0.00126664,0.00544765,6.016553
0.97500,0.00128108,0.00340545,6.085107
0.98000,0.00129559,0.00058018,6.154043
0.98500,0.00131012,-0.00176369,6.223062
0.99000,0.00132461,-0.00276794,6.291911
0.99500,0.00133905,-0.00234388,6.360473
1.00000,0.00135343,-0.00103707,6.428784
1.00500,0.00136778,0.00008724,6.496966
1.01000,0.00138214,0.00070929,6.565143
1.01500,0.00139650,0.00077386,6.633388
1.02000,0.00141088,-0.00017711,6.701695
1.02500,0.00142525,-0.00249274,6.769940
1.03000,0.00143955,-0.00575829,6.837862
