time_s,disp_m,accel_rel_ms2,force_N
3.13000000,0.00730771,0.55992638,31.05774967
3.14000000,0.00722413,1.05105884,30.70257264
3.15000000,0.00719976,0.86962177,30.59899176
3.16000000,0.00729090,1.16844704,30.98633357
3.17000000,0.00746976,1.03408213,31.74646228
3.18000000,0.00774006,0.59347395,32.89527546
3.19000000,0.00809712,0.48052083,34.41275640
3.20000000,0.00849499,0.16645749,36.10372403
3.21000000,0.00893640,0.23306277,37.97969741
3.22000000,0.00936159,-0.45746857,39.78675412
3.23000000,0.00978751,-0.56374679,41.59690944
3.24000000,0.01015036,-0.85697026,43.13903856
3.25000000,0.01043562,-1.13485064,44.35137072
3.26000000,0.01063707,-0.95800261,45.20754593
3.27000000,0.01073277,-0.89171195,45.61428649
3.28000000,0.01072634,-1.05160825,45.58694136
3.29000000,0.01064015,-0.78339507,45.22062497
3.30000000,0.01047181,-0.45724517,44.50517957
3.31000000,0.01024365,-0.24984763,43.53551668
3.32000000,0.01000145,0.28006170,42.50616630
3.33000000,0.00976064,0.54265578,41.48273479
3.34000000,0.00955236,0.50179014,40.59754618
3.35000000,0.00940856,0.72647517,39.98638987
3.36000000,0.00934799,1.27520235,39.72897167
3.37000000,0.00934921,0.78350945,39.73412295
3.38000000,0.00947936,1.05773902,40.28726663
3.39000000,0.00967481,0.65959666,41.11793347
3.40000000,0.00995505,0.43901957,42.30896414
3.41000000,0.01027490,0.02235203,43.66834522
3.42000000,0.01060302,-0.48218847,45.06282384
3.43000000,0.01093159,-0.26536176,46.45927032
3.44000000,0.01119967,-0.61929637,47.59861343
3.45000000,0.01142921,-0.68240130,48.57416244
3.46000000,0.01158584,-0.87066702,49.23979913
3.47000000,0.01164875,-1.28587394,49.50718057
3.48000000,0.01162311,-1.10790540,49.39823110
3.49000000,0.01148618,-0.85118757,48.81624690
3.50000000,0.01124153,-0.91792324,47.77649785
3.51000000,0.01091443,-0.83124323,46.38632292
3.52000000,0.01051009,-0.58348182,44.66788966
3.53000000,0.01004710,-0.21803682,42.70015974
3.54000000,0.00956143,0.31287418,40.63609716
3.55000000,0.00908268,0.62155985,38.60137394
3.56000000,0.00864691,0.70123065,36.74935013
3.57000000,0.00828557,0.90701948,35.21368442
3.58000000,0.00800570,1.03084810,34.02422037
3.59000000,0.00781662,0.97076360,33.22062844
3.60000000,0.00772443,0.87698392,32.82883478
3.61000000,0.00771757,0.68878662,32.79965964
3.62000000,0.00778242,0.46321015,33.07527170
3.63000000,0.00788423,-0.06239956,33.50795851
3.64000000,0.00801507,-0.14527398,34.06405279
3.65000000,0.00810920,-0.71337688,34.46409999
3.66000000,0.00816511,-0.90314427,34.70171924
3.67000000,0.00815024,-0.79721041,34.63850147
3.68000000,0.00804938,-0.76359567,34.20984600
3.69000000,0.00785790,-0.99835529,33.39606125
3.70000000,0.00759567,-0.76867895,32.28161135
3.71000000,0.00723736,-0.80853652,30.75879383
3.72000000,0.00683956,-0.04103024,29.06814798
3.73000000,0.00638466,0.05019289,27.13480656
3.74000000,0.00594739,0.43939424,25.27642504
3.75000000,0.00554039,0.74960616,23.54664817
3.76000000,0.00519467,0.94154831,22.07736158
3.77000000,0.00493701,1.10741910,20.98229899
3.78000000,0.00476871,0.92849701,20.26699727
3.79000000,0.00469193,0.63364223,19.94068155
3.80000000,0.00470226,0.66629077,19.98458655
3.81000000,0.00476372,0.40544495,20.24582868
3.82000000,0.00487177,0.13486255,20.70503075
3.83000000,0.00500033,-0.13062440,21.25138156
3.84000000,0.00510673,-0.71056353,21.70360391
3.85000000,0.00519334,-0.55524122,22.07169835
3.86000000,0.00519442,-0.92245383,22.07627360
