time_s,disp_m,accel_rel_ms2,force_N
0.01000000,-0.00002751,-0.55011608,-0.09627031
0.02000000,-0.00008378,-0.85050128,-0.29324320
0.03000000,-0.00019806,-0.76005589,-0.69321247
0.04000000,-0.00039226,-0.70276162,-1.37291672
0.05000000,-0.00068258,-1.13360838,-2.38902546
0.06000000,-0.00107957,-1.64606369,-3.77847954
0.07000000,-0.00154568,-0.50519933,-5.40988513
0.08000000,-0.00212662,-0.07998191,-7.44317433
0.09000000,-0.00274950,-0.12088147,-9.62323420
0.10000000,-0.00335514,0.40410160,-11.74299441
0.11000000,-0.00395241,0.55096768,-13.83342555
0.12000000,-0.00448816,0.89951994,-15.70857370
0.13000000,-0.00495757,0.95034055,-17.35149123
0.14000000,-0.00534588,0.74779104,-18.71057615
0.15000000,-0.00563538,0.92464342,-19.72381579
0.16000000,-0.00585088,0.82057109,-20.47806665
0.17000000,-0.00599497,0.45153813,-20.98237940
0.18000000,-0.00608364,0.10325255,-21.29273263
0.19000000,-0.00613110,0.19845683,-21.45886176
0.20000000,-0.00617700,-0.02420311,-21.61948761
0.21000000,-0.00622998,-0.45161108,-21.80493271
0.22000000,-0.00630982,-0.72650593,-22.08435369
0.23000000,-0.00644589,-0.81067739,-22.56062186
0.24000000,-0.00665665,-0.80918177,-23.29827036
0.25000000,-0.00696021,-1.04470930,-24.36074241
0.26000000,-0.00734620,-0.95705461,-25.71169716
0.27000000,-0.00782213,-0.71028233,-27.37744524
0.28000000,-0.00836912,-0.34089582,-29.29192721
0.29000000,-0.00896646,-0.11192879,-31.38261745
0.30000000,-0.00957175,0.29633296,-33.50114080
0.31000000,-0.01016559,0.54528795,-35.57954921
0.32000000,-0.01070667,0.88307568,-37.47334466
0.33000000,-0.01118145,0.94962282,-39.13508715
0.34000000,-0.01157816,0.71179561,-40.52355005
0.35000000,-0.01186969,1.03482362,-41.54392493
0.36000000,-0.01209542,0.76591456,-42.33396549
0.37000000,-0.01223278,0.59796716,-42.81473812
0.38000000,-0.01231135,0.32600940,-43.08972865
0.39000000,-0.01235512,-0.03800823,-43.24293007
0.40000000,-0.01236843,0.10134330,-43.28949323
0.41000000,-0.01240843,-0.42626611,-43.42949765
0.42000000,-0.01245464,-0.48945584,-43.59125594
0.43000000,-0.01256802,-0.94858280,-43.98808369
0.44000000,-0.01272822,-0.67644243,-44.54877002
0.45000000,-0.01298777,-0.90244040,-45.45719770
0.46000000,-0.01331017,-0.69352570,-46.58559498
0.47000000,-0.01371342,-0.61006212,-47.99696024
0.48000000,-0.01418490,-0.62941875,-49.64714384
0.49000000,-0.01469083,-0.08861669,-51.41790252
0.50000000,-0.01523990,0.03696459,-53.33966087
0.51000000,-0.01576734,0.58408411,-55.18570078
0.52000000,-0.01627480,0.63631362,-56.96178996
0.53000000,-0.01668694,1.34821943,-58.40429611
0.54000000,-0.01703095,1.08237348,-59.60832376
0.55000000,-0.01725194,0.97915363,-60.38179962
0.56000000,-0.01736652,0.99433119,-60.78282042
0.57000000,-0.01739447,0.76105644,-60.88063249
0.58000000,-0.01735568,0.22372743,-60.74487277
0.59000000,-0.01725508,0.20649309,-60.39277559
0.60000000,-0.01714914,-0.12557120,-60.02199307
0.61000000,-0.01704641,-0.43671752,-59.66244419
0.62000000,-0.01699025,-0.96121794,-59.46585811
0.63000000,-0.01698449,-0.83381973,-59.44572227
0.64000000,-0.01707427,-0.88568742,-59.75994220
0.65000000,-0.01724826,-0.87640413,-60.36891289
0.66000000,-0.01749937,-0.65207090,-61.24780358
0.67000000,-0.01781909,-0.38357272,-62.36681936
0.68000000,-0.01819300,-0.29755934,-63.67551404
0.69000000,-0.01857641,0.23661902,-65.01745177
0.70000000,-0.01898911,-0.02108161,-66.46189229
0.71000000,-0.01933721,0.92659982,-67.68022069
0.72000000,-0.01967429,0.71506634,-68.86002390
0.73000000,-0.01991777,0.83980745,-69.71219666
0.74000000,-0.02007702,1.03181037,-70.26958083
0.75000000,-0.02014273,1.12719085,-70.49954057
0.76000000,-0.02010219,1.14070642,-70.35765565
0.77000000,-0.01995225,1.06751872,-69.83287917
0.78000000,-0.01971670,0.53509921,-69.00843278
0.79000000,-0.01938758,0.53737025,-67.85654412
0.80000000,-0.01901427,0.35019574,-66.54992755
0.81000000,-0.01860379,0.11206621,-65.11328183
0.82000000,-0.01818866,-0.37595347,-63.66030738
0.83000000,-0.01779306,-0.74673670,-62.27569855
0.84000000,-0.01744096,-0.67959722,-61.04336755
0.85000000,-0.01715923,-0.62698587,-60.05731270
0.86000000,-0.01696690,-1.08215009,-59.38416713
0.87000000,-0.01683686,-0.84620817,-58.92900365
0.88000000,-0.01681267,-0.91709768,-58.84435344
0.89000000,-0.01686071,-0.63361000,-59.01246858
0.90000000,-0.01699448,-0.65608782,-59.48069636
0.91000000,-0.01717021,-0.21645490,-60.09571868
0.92000000,-0.01739098,-0.02521043,-60.86843608
0.93000000,-0.01760730,0.40122455,-61.62555268
0.94000000,-0.01780301,0.65064988,-62.31053044
0.95000000,-0.01794349,0.82805245,-62.80220944
0.96000000,-0.01800165,1.08444348,-63.00576982
0.97000000,-0.01797742,0.94799817,-62.92095557
0.98000000,-0.01785680,0.77505468,-62.49879017
0.99000000,-0.01763690,0.95107988,-61.72915355
1.00000000,-0.01733990,0.85499720,-60.68966007
1.01000000,-0.01698688,0.12130743,-59.45409157
1.02000000,-0.01657012,0.05304325,-57.99541813
1.03000000,-0.01616007,-0.28974937,-56.56024892
1.04000000,-0.01576575,-0.53899317,-55.18012659
1.05000000,-0.01540344,-0.47502605,-53.91203113
1.06000000,-0.01510910,-0.78847759,-52.88184018
1.07000000,-0.01487393,-0.86506323,-52.05873784
1.08000000,-0.01472034,-0.88146476,-51.52117416
1.09000000,-0.01464540,-0.71613318,-51.25888473
1.10000000,-0.01465885,-0.80368575,-51.30596315
1.11000000,-0.01472354,-0.35253404,-51.53239748
1.12000000,-0.01483983,-0.00264308,-51.93941513
1.13000000,-0.01496505,0.34891345,-52.37768184
1.14000000,-0.01506919,0.60002883,-52.74216725
1.15000000,-0.01511737,0.89582901,-52.91079532
1.16000000,-0.01509094,1.04005281,-52.81829162
1.17000000,-0.01497276,1.01120506,-52.40467654
1.18000000,-0.01476066,0.82415153,-51.66230152
1.19000000,-0.01445181,0.83014623,-50.58132284
1.20000000,-0.01408805,0.27690393,-49.30818400
1.21000000,-0.01366653,0.04861197,-47.83285376
1.22000000,-0.01322938,-0.07850180,-46.30282761
1.23000000,-0.01280778,-0.42317337,-44.82722725
1.24000000,-0.01241128,-0.59579991,-43.43947093
1.25000000,-0.01208527,-1.07303801,-42.29844677
1.26000000,-0.01181660,-0.78953193,-41.35809735
1.27000000,-0.01165838,-0.99432825,-40.80434381
1.28000000,-0.01158303,-0.97012353,-40.54061030
1.29000000,-0.01158768,-0.59356486,-40.55687600
1.30000000,-0.01165615,-0.11807717,-40.79652570
1.31000000,-0.01175741,0.17563798,-41.15091777
1.32000000,-0.01185081,0.42197399,-41.47782798
1.33000000,-0.01189897,0.85230621,-41.64640236
1.34000000,-0.01189569,0.82207454,-41.63492231
1.35000000,-0.01179990,0.98279771,-41.29965381
1.36000000,-0.01161227,1.09499145,-40.64296204
1.37000000,-0.01132940,0.97822744,-39.65290781
1.38000000,-0.01095335,0.71020788,-38.33672685
1.39000000,-0.01049840,0.46570140,-36.74440664
1.40000000,-0.00998508,0.33498872,-34.94778270
1.41000000,-0.00944495,0.00520802,-33.05731225
1.42000000,-0.00890726,-0.54885218,-31.17541210
1.43000000,-0.00837817,-0.45407477,-29.32358335
1.44000000,-0.00793038,-1.02994860,-27.75633777
1.45000000,-0.00753713,-0.92443824,-26.37994301
1.46000000,-0.00724252,-0.89027762,-25.34881999
1.47000000,-0.00705033,-1.10686784,-24.67616459
1.48000000,-0.00695040,-1.06302849,-24.32638611
1.49000000,-0.00693543,-0.57072061,-24.27402156
1.50000000,-0.00702585,-0.79839005,-24.59048219
1.51000000,-0.00717338,-0.68531932,-25.10682874
1.52000000,-0.00737696,-0.26615775,-25.81936483
1.53000000,-0.00761682,0.16941185,-26.65886138
1.54000000,-0.00785839,0.44961836,-27.50436466
1.55000000,-0.00804158,1.13833988,-28.14552945
1.56000000,-0.00817012,0.98766720,-28.59543240
1.57000000,-0.00819266,0.90639922,-28.67432215
1.58000000,-0.00811436,0.98864305,-28.40024666
1.59000000,-0.00796221,0.61155093,-27.86772623
1.60000000,-0.00773658,0.29241980,-27.07802423
1.61000000,-0.00745940,0.25979179,-26.10791329
1.62000000,-0.00719868,-0.63778785,-25.19538681
1.63000000,-0.00693498,-0.64890263,-24.27241650
1.64000000,-0.00674926,-0.92748451,-23.62239632
1.65000000,-0.00664130,-1.04566813,-23.24455010
1.66000000,-0.00662493,-0.96334354,-23.18725772
1.67000000,-0.00669748,-0.69149608,-23.44117249
1.68000000,-0.00683979,-0.29608161,-23.93927330
1.69000000,-0.00706260,-0.72067953,-24.71910362
1.70000000,-0.00729574,-0.12288119,-25.53510011
1.71000000,-0.00757703,0.05671825,-26.51959717
1.72000000,-0.00785008,0.37735189,-27.47527682
1.73000000,-0.00808416,0.88291498,-28.29457609
1.74000000,-0.00827043,0.83174100,-28.94652087
1.75000000,-0.00836074,1.01076019,-29.26259478
1.76000000,-0.00836477,0.98334822,-29.27669225
1.77000000,-0.00827729,0.80558379,-28.97053098
1.78000000,-0.00812046,0.31487708,-28.42162589
1.79000000,-0.00789535,0.31477566,-27.63372107
1.80000000,-0.00766254,-0.16102635,-26.81888348
1.81000000,-0.00741955,-0.34905323,-25.96841180
1.82000000,-0.00721851,-0.77214240,-25.26479230
1.83000000,-0.00706521,-0.81707218,-24.72822444
1.84000000,-0.00698433,-0.69889859,-24.44515739
1.85000000,-0.00700081,-1.07088017,-24.50282220
1.86000000,-0.00708076,-0.75673307,-24.78267416
1.87000000,-0.00725749,-0.70734923,-25.40120413
1.88000000,-0.00748734,-0.28120973,-26.20569518
1.89000000,-0.00776402,-0.01615127,-27.17408602
1.90000000,-0.00804759,0.27614495,-28.16655581
1.91000000,-0.00831057,0.57398042,-29.08698143
1.92000000,-0.00853028,0.73800116,-29.85599207
1.93000000,-0.00867503,1.00752939,-30.36259032
1.94000000,-0.00873853,1.02152093,-30.58485591
1.95000000,-0.00869927,1.05475520,-30.44744597
1.96000000,-0.00856804,0.83459773,-29.98812325
1.97000000,-0.00834103,0.75063814,-29.19359293
1.98000000,-0.00805456,0.31249083,-28.19097564
1.99000000,-0.00770554,0.28155416,-26.96938681
2.00000000,-0.00734034,-0.00441054,-25.69117697
2.01000000,-0.00698057,-0.53331990,-24.43200422
2.02000000,-0.00665456,-0.93509711,-23.29096574
2.03000000,-0.00638188,-0.73411880,-22.33657353
2.04000000,-0.00619738,-0.72819321,-21.69084273
2.05000000,-0.00609580,-0.92107949,-21.33529011
2.06000000,-0.00606446,-0.77321216,-21.22560589
2.07000000,-0.00610678,-0.47810979,-21.37371818
2.08000000,-0.00620218,-0.14092450,-21.70762584
2.09000000,-0.00633561,-0.11384501,-22.17462931
2.10000000,-0.00647100,0.11525477,-22.64849443
2.11000000,-0.00660075,0.34117826,-23.10262247
2.12000000,-0.00669817,0.64425822,-23.44360403
2.13000000,-0.00673980,0.92626332,-23.58930282
2.14000000,-0.00671466,0.83213590,-23.50130808
2.15000000,-0.00658945,1.02805446,-23.06307158
2.16000000,-0.00637886,0.97339452,-22.32601013
2.17000000,-0.00609439,0.42225723,-21.33036139
2.18000000,-0.00572580,0.43332261,-20.04031264
2.19000000,-0.00531594,0.40892544,-18.60577515
2.20000000,-0.00488100,0.05590519,-17.08348804
2.21000000,-0.00442236,-0.11150218,-15.47826258
2.22000000,-0.00398613,-0.58761736,-13.95143861
2.23000000,-0.00358593,-0.84739162,-12.55076098
2.24000000,-0.00324552,-0.73794399,-11.35932634
2.25000000,-0.00300939,-1.18335003,-10.53284815
2.26000000,-0.00284516,-0.92291381,-9.95804705
2.27000000,-0.00277531,-0.57412152,-9.71359164
2.28000000,-0.00279220,-0.63727562,-9.77268870
2.29000000,-0.00284744,-0.22456267,-9.96602952
2.30000000,-0.00293958,0.10550871,-10.28854192
2.31000000,-0.00305352,-0.04621072,-10.68732092
2.32000000,-0.00313572,0.45333239,-10.97502727
2.33000000,-0.00319589,0.73656171,-11.18563223
2.34000000,-0.00319633,0.88299000,-11.18716333
2.35000000,-0.00312824,0.70734878,-10.94882257
2.36000000,-0.00294854,1.26117466,-10.31988439
2.37000000,-0.00271099,0.72660553,-9.48846397
2.38000000,-0.00236368,0.66684523,-8.27286528
2.39000000,-0.00196579,0.25486721,-6.88027983
2.40000000,-0.00152888,-0.09213126,-5.35107135
2.41000000,-0.00108841,-0.35741367,-3.80944614
2.42000000,-0.00067562,-0.59390881,-2.36466574
2.43000000,-0.00031207,-0.74566421,-1.09223063
2.44000000,-0.00002383,-0.98822582,-0.08339049
2.45000000,0.00017904,-1.08314624,0.62663196
2.46000000,0.00029417,-0.81380501,1.02960455
2.47000000,0.00031845,-0.59932090,1.11457804
2.48000000,0.00027214,-0.49071360,0.95249341
2.49000000,0.00017665,-0.33005492,0.61826487
2.50000000,0.00005786,0.10515080,0.20250521
2.51000000,-0.00008186,0.12907986,-0.28650559
2.52000000,-0.00019059,0.52655172,-0.66706224
2.53000000,-0.00026104,0.83524857,-0.91364021
2.54000000,-0.00026248,1.00806888,-0.91867054
2.55000000,-0.00016427,1.24412897,-0.57493158
2.56000000,0.00003276,1.08633349,0.11467254
2.57000000,0.00033657,0.81258100,1.17800800
2.58000000,0.00071250,0.21910095,2.49374784
2.59000000,0.00114922,0.10654081,4.02226350
2.60000000,0.00160647,0.13524506,5.62263872
2.61000000,0.00205098,-0.34701445,7.17841944
2.62000000,0.00248311,-0.62379860,8.69090099
2.63000000,0.00285182,-1.05996757,9.98137930
2.64000000,0.00315798,-0.84525883,11.05293734
2.65000000,0.00335636,-0.98835502,11.74725192
2.66000000,0.00348156,-0.68971455,12.18546707
2.67000000,0.00350513,-0.89511382,12.26794414
2.68000000,0.00345846,-0.81761331,12.10461126
2.69000000,0.00334684,-0.36530359,11.71392405
2.70000000,0.00318501,0.03968181,11.14752172
2.71000000,0.00301269,0.35801737,10.54440808
2.72000000,0.00286658,0.64359808,10.03301406
2.73000000,0.00277119,0.79927250,9.69915745
2.74000000,0.00276422,1.20262691,9.67476871
2.75000000,0.00284567,1.17081332,9.95985147
2.76000000,0.00304547,1.14842306,10.65915167
2.77000000,0.00334501,0.81283888,11.70755015
2.78000000,0.00374149,0.62238343,13.09520338
2.79000000,0.00420344,0.40147308,14.71202605
2.80000000,0.00470718,0.10314218,16.47514536
2.81000000,0.00521955,-0.37834397,18.26841622
2.82000000,0.00572614,-0.45920524,20.04150609
2.83000000,0.00619111,-0.49472977,21.66888341
2.84000000,0.00658784,-0.92327133,23.05743572
2.85000000,0.00691123,-1.18638601,24.18929017
2.86000000,0.00714430,-1.01445723,25.00506465
2.87000000,0.00726827,-0.90998059,25.43893121
2.88000000,0.00729157,-0.94648040,25.52049197
2.89000000,0.00726023,-0.20108069,25.41081075
2.90000000,0.00717272,0.19564493,25.10451085
2.91000000,0.00708473,0.38996244,24.79655176
2.92000000,0.00705043,0.97523785,24.67649438
2.93000000,0.00704264,0.43296767,24.64923816
2.94000000,0.00715767,1.20991138,25.05183171
2.95000000,0.00731954,0.89240531,25.61838295
2.96000000,0.00760653,1.13379761,26.62286504
2.97000000,0.00796495,0.65679012,27.87733451
2.98000000,0.00842923,0.74478221,29.50229361
2.99000000,0.00893870,0.29114847,31.28544265
3.00000000,0.00949678,0.00057679,33.23872247
3.01000000,0.01005905,-0.35250714,35.20668954
3.02000000,0.01059169,-0.76988803,37.07092199
3.03000000,0.01107055,-0.93169005,38.74694075
3.04000000,0.01145688,-1.16167090,40.09909439
3.05000000,0.01175322,-0.98312120,41.13627938
3.06000000,0.01193826,-0.97500311,41.78392332
3.07000000,0.01203998,-0.67923527,42.13994454
3.08000000,0.01205810,-0.54920172,42.20335024
3.09000000,0.01202280,-0.32396812,42.07981740
3.10000000,0.01193663,-0.35572905,41.77821374
3.11000000,0.01183290,-0.04314832,41.41514378
3.12000000,0.01171844,0.29761994,41.01455392
3.13000000,0.01162080,0.54974133,40.67280061
3.14000000,0.01158377,1.04072288,40.54319667
3.15000000,0.01160491,0.85921382,40.61719899
3.16000000,0.01174053,1.15805155,41.09186889
3.17000000,0.01196283,1.02378664,41.86991556
3.18000000,0.01227556,0.58333044,42.96445227
3.19000000,0.01267401,0.47056357,44.35904017
3.20000000,0.01311229,0.15670483,45.89300135
3.21000000,0.01359311,0.22352973,47.57589150
3.22000000,0.01405676,-0.46680270,49.19866734
3.23000000,0.01452020,-0.57293026,50.82070218
3.24000000,0.01491965,-0.86606186,52.21877188
3.25000000,0.01524058,-1.14393302,53.34203952
3.26000000,0.01547680,-0.96715108,54.16880862
3.27000000,0.01560636,-0.90098830,54.62224807
3.28000000,0.01563284,-1.06108477,54.71495701
3.29000000,0.01557863,-0.79313313,54.52520314
3.30000000,0.01544130,-0.46727576,54.04454040
3.31000000,0.01524315,-0.26018359,53.35103473
3.32000000,0.01502994,0.26944119,52.60478743
3.33000000,0.01481707,0.53179985,51.85973082
3.34000000,0.01463564,0.49074498,51.22475040
3.35000000,0.01451760,0.71529556,50.81160398
3.36000000,0.01448168,1.26398387,50.68588694
3.37000000,0.01450643,0.77232989,50.77249412
3.38000000,0.01465900,1.04667029,51.30648550
3.39000000,0.01487576,0.64870162,52.06515261
3.40000000,0.01517622,0.42833174,53.11676734
3.41000000,0.01551522,0.01187896,54.30326603
3.42000000,0.01586142,-0.49247892,55.51497858
3.43000000,0.01620705,-0.27549670,56.72468935
3.44000000,0.01649117,-0.62931067,57.71910099
3.45000000,0.01673574,-0.69234726,58.57509866
3.46000000,0.01690639,-0.88060488,59.17237682
3.47000000,0.01698234,-1.29589384,59.43818532
3.48000000,0.01696873,-1.11809559,59.39055903
3.49000000,0.01684280,-0.86160895,58.94981240
3.50000000,0.01660813,-0.92863594,58.12844517
3.51000000,0.01628993,-0.84230778,57.01475737
3.52000000,0.01589340,-0.59493986,55.62689010
3.53000000,0.01543707,-0.22990156,54.02974149
3.54000000,0.01495690,0.30062902,52.34914764
3.55000000,0.01448242,0.60898937,50.68847273
3.56000000,0.01404968,0.68839572,49.17389562
